map_id,participant,agent_type,distance,duration,speed,angle,num_cars,distractors,accumulated_head_turns,end_x,end_z,end_to_target_dist,estimate_correct,estimate_to_target_dist,idx
M0003,p02,human,0.02386908129478457,1.867,0.012784724849911392,front,5,0,128.41635131835938,26.106672286987305,3.1003830432891846,10.858855987404578,1,0.3218366686622062,178
M0003,p03,human,0.014586106713246961,1.211,0.012044679366843072,front,5,0,4.221153259277344,26.09139060974121,3.116401195526123,10.875596401809064,1,0.7998209336549453,87
M0003,p04,human,0.012852389777863585,1.22,0.010534745719560316,front,5,0,5.050018310546875,26.06806755065918,3.103846549987793,10.897615212606587,1,1.7242067366150742,68
M0003,p05,human,0.023302682619938793,1.305,0.017856461777730877,front,5,0,7.1437530517578125,26.087881088256836,3.129274368286133,10.88033374691206,1,1.53726427083837,89
M0003,p06,human,0.027713555100804678,2.775,0.009986866702992677,front,5,0,174.91642093658447,26.110572814941406,3.1059234142303467,10.855499595314198,1,0.8882280288273579,5
M0003,p07,human,0.028571015036306394,2.751,0.010385683401056486,front,5,0,271.1092758178711,26.099332809448242,3.086629867553711,10.864868753428985,1,0.8394473649624151,75
M0003,p08,human,0.2134652703392527,1.348,0.15835702547422306,front,5,0,25.175865173339844,26.080839157104492,3.3244338035583496,10.908034083693504,1,0.7621245393478705,62
M0003,p09,human,0.038254325866792845,1.677,0.02281116628908339,front,5,0,8.506027221679688,26.07901954650879,3.1459271907806396,10.890783719219373,1,1.232200617729189,106
M0003,p10,human,1.8726366693777716,4.511,0.41512672786029076,front,5,0,46.08344268798828,27.950653076171875,2.8997716903686523,9.004197625874967,1,0.7748224603781135,134
M0003,p11,human,2.854842893415091,21.206,0.13462429941597148,front,5,0,460.7516670227051,28.869035720825195,2.490652322769165,8.058544092383945,1,1.6777990135058094,63
M0003,p12,human,1.736801774317658,4.238,0.4098163695888763,front,5,0,344.45140838623047,27.93759536743164,2.8823108673095703,9.015612812489074,1,1.5178836278805474,227
M0003,agent_1,agent,0.0,2.2900763358778624,0.0,front,5,0,29.999999999999986,26.083333333333332,3.1071428571428577,10.882731404104817,1,1.0833320617675786,126
M0003,agent_2,agent,0.0,2.2900763358778624,0.0,front,5,0,29.999999999999986,26.083333333333332,3.1071428571428577,10.882731404104817,1,1.0833346048990866,126
M0003,agent_3,agent,0.0,0.7633587786259541,0.0,front,5,0,0.0,26.083333333333332,3.1071428571428577,10.882731404104817,1,1.4987721702636967,126
M0003,agent_4,agent,0.0,0.7633587786259541,0.0,front,5,0,0.0,26.083333333333332,3.1071428571428577,10.882731404104817,1,1.0833346048990866,126
M0003,agent_5,agent,0.0,2.2900763358778624,0.0,front,5,0,29.999999999999986,26.083333333333332,3.1071428571428577,10.882731404104817,1,1.2720218338213665e-06,126
M0003,agent_6,agent,0.0,2.2900763358778624,0.0,front,5,0,29.999999999999986,26.083333333333332,3.1071428571428577,10.882731404104817,1,1.2720218338213665e-06,126
M0003,agent_7,agent,0.0,0.7633587786259541,0.0,front,5,0,0.0,26.083333333333332,3.1071428571428577,10.882731404104817,1,1.2720218338213665e-06,126
M0003,agent_8,agent,0.0,2.2900763358778624,0.0,front,5,0,29.999999999999986,26.083333333333332,3.1071428571428577,10.882731404104817,1,1.2720218338213665e-06,126
M0003,agent_9,agent,0.0,0.7633587786259541,0.0,front,5,0,0.0,26.083333333333332,3.1071428571428577,10.882731404104817,1,1.4987721702636967,126
M0003,agent_10,agent,0.0,0.7633587786259541,0.0,front,5,0,0.0,26.083333333333332,3.1071428571428577,10.882731404104817,1,1.0833320617675786,126
M0003,agent_11,agent,0.0,0.7633587786259541,0.0,front,5,0,0.0,26.083333333333332,3.1071428571428577,10.882731404104817,1,1.0833346048990866,126
M0003,agent_12,agent,0.0,0.7633587786259541,0.0,front,5,0,0.0,26.083333333333332,3.1071428571428577,10.882731404104817,1,1.2720218338213665e-06,126
M0004,p01,human,0.9342630151115562,3.462,0.2698622227358625,front,5,0,277.49151611328125,37.110164642333984,-12.15191650390625,11.252148805913412,1,2.062937123058342,44
M0004,p02,human,1.5066733187922174,3.361,0.4482812611699546,front,5,0,215.513916015625,36.51533126831055,-12.134530067443848,10.894376360903802,1,0.4270631050622567,86
M0004,p03,human,0.12768346411801224,1.331,0.09593047642224811,front,5,0,45.165740966796875,37.878684997558594,-12.463662147521973,11.967714026309554,1,1.5132722913402992,113
M0004,p04,human,0.28322980675306836,1.61,0.175919134629235,front,5,0,59.115139707922935,37.728511810302734,-12.339432716369629,11.777022692046936,1,1.042754059021153,186
M0004,p05,human,0.02629865701177549,1.334,0.019714135690986123,front,5,0,41.35818715393543,37.97368621826172,-12.436518669128418,12.006073708030957,1,1.331062797172134,181
M0004,p06,human,0.07339316307347026,1.208,0.06075592969658134,front,5,0,42.398223876953125,37.92936706542969,-12.450355529785156,11.98900740711169,1,1.3020289484893401,193
M0004,p07,human,0.07174756457100132,1.114,0.06440535419299938,front,5,0,92.39743077754974,37.97748947143555,-12.490194320678711,12.050215956082278,1,1.1673868874171,267
M0004,p08,human,0.318092680605125,1.336,0.2380933238062313,front,5,0,54.2983867675066,37.69556427001953,-12.52245807647705,11.900862110468493,1,0.4418099767668918,65
M0004,p09,human,0.20688626110261177,4.455,0.04643911584794877,front,5,0,199.74366144021042,37.79301452636719,-12.412850379943848,11.87462455654633,1,0.3635604017611219,18
M0004,p10,human,3.156156098581044,5.105,0.6182480114752289,front,5,0,98.11572265625,35.59153747558594,-10.388253211975098,8.932740983397336,1,0.2564867076493879,34
M0004,p11,human,0.08320393731241804,1.333,0.062418557623719464,front,5,0,47.78699573688209,37.92013168334961,-12.451423645019531,11.984055197109125,1,11.88853623672137,31
M0004,p12,human,0.31175259423456186,1.432,0.2177043255827946,front,5,0,36.9971923828125,37.69773483276367,-12.493446350097656,11.879253128070875,1,1.6691434878564424,120
M0004,agent_1,agent,0.0,1.5267175572519083,0.0,front,5,0,0.0,38.0,-12.42857142857143,12.016487982328819,1,1.0833326975504591,42
M0004,agent_2,agent,0.0,1.5267175572519083,0.0,front,5,0,0.0,38.0,-12.42857142857143,12.016487982328819,1,1.0833326975504591,42
M0004,agent_3,agent,0.0,1.5267175572519083,0.0,front,5,0,0.0,38.0,-12.42857142857143,12.016487982328819,1,6.394217297418212e-07,42
M0004,agent_4,agent,0.0,1.5267175572519083,0.0,front,5,0,0.0,38.0,-12.42857142857143,12.016487982328819,1,1.0833326975504591,42
M0004,agent_5,agent,0.0,1.5267175572519083,0.0,front,5,0,0.0,38.0,-12.42857142857143,12.016487982328819,1,1.0833326975504591,42
M0004,agent_6,agent,0.0,1.5267175572519083,0.0,front,5,0,0.0,38.0,-12.42857142857143,12.016487982328819,1,6.394217297418212e-07,42
M0004,agent_7,agent,0.0,1.5267175572519083,0.0,front,5,0,0.0,38.0,-12.42857142857143,12.016487982328819,1,6.394217297418212e-07,42
M0004,agent_8,agent,0.0,1.5267175572519083,0.0,front,5,0,0.0,38.0,-12.42857142857143,12.016487982328819,1,1.498770815141356,42
